,image_id,question,answer
3302,335525,What company makes the famous red bottle that the woman is holding?,heinz
3303,553176,What movie does the poster in the back come from?,star war
3304,115018,What is the name of the pattern on the plates?,zigzag
3305,397619,What kind of cell phone is that?,iphone
3306,287027,What soda brand is in the background?,coca cola
3307,274413,What does this train car usually carry?,fuel
3308,220688,What material are these couches made of?,microfiber
3309,502726,Would this be safe or unsafe from a three year old with an open box of markers?,unsafe
3310,28385,What profession would be likely to use this room?,doctor
3311,310751,What famous actress is this?,reese witherspoon
3312,367011,What is this train's cargo?,car
3313,220568,What is the style of the surfboard in the picture?,longboard
3314,12726,What type of truck is this?,garbage
3315,146131,How to keep the toilet bowl clean?,bleach
3316,311408,Which type of food is on the plate most forward?,pie
3317,107758,Is this a house or a temple?,house
3318,168430,Who is driving?,conductor
3319,401381,Which item of jewellery is in this photo?,necklace
3320,103498,What kind of tree is shown on the left side of the image?,elm
3321,433221,Is this toast or french toast?,french toast
3322,498601,What is this plane about to do?,take off
3323,108897,What are the birthday candles made from?,wax
3324,328574,What are these horses jumping over?,fence
3325,401838,What kind of store is this?,mattress
3326,479125,What is attached to this item to keep it from flying away?,string
3327,217707,Based on the image on the screen what kind of science project is the person working on?,physic
3328,347652,What airline does the plane belong to?,air canada
3329,452004,What are those posters of?,movie
3330,351521,What are the three colors on a stop light?,red yellow green
3331,100579,What is the going rate of an average room like this?,what they paid
3332,155167,What city is this from?,columbus
3333,556497,What type of notes are on the desk?,sticky note
3334,16680,What famous ice cream dish is made with this fruit?,banana split
3335,573479,How long does it take that seed to grow?,4 months
3336,25675,What is the name of the first african american to play this sport?,jackie robinson
3337,311726,Where is this carriage displayed?,museum
3338,378111,What name is given to the area where the pilot sits?,cockpit
3339,569958,How did the boy get into the air?,jumped
3340,476086,How would you groom these animals?,brush
3341,384058,What type of device is the man using?,phone
3342,461940,What's coming out the back of this vehicle?,exhaust
3343,561156,What famous player of this sport wore the number 22?,babe ruth
3344,510594,What is the occupation of these uniformed men?,firemen
3345,8776,What is the vegetable in this sandwich?,lettuce
3346,222262,What company manufactures the device the woman is holding?,nintendo
3347,545849,What is this receptacle generally called?,mug
3348,365131,What is the name of the mascot pictured?,phillie phanatic
3349,356187,Apart from calls how else can these devices be used to communicate?,text
3350,308053,Does she seem to be a telemarketer or goofing off?,goof off
3351,430257,What kind of picture is the girl on the end taking?,selfie
3352,329543,What century is this?,19th
3353,265023,What companies sell the outdoor gear the people are wearing?,rei
3354,457492,What is the man doing in this photo?,walk
3355,461301,What species of birds are those?,geese
3356,572859,What does this machine do?,bake
3357,560186,What type of pasta is represented?,shell
3358,174932,Are these herbivorous or carnivorous animals?,herbivorous
3359,397181,Who made this bed at the hotel?,maid
3360,359414,How many players are on the field during a regulation game?,22
3361,122216,What type of structure would this type of room most likely occur in?,house
3362,66877,What is a popular holiday for this food?,4th of july
3363,290153,The metal object over the stove goes by what name similar to a garment?,hood
3364,249441,What airliner is this?,private
3365,238154,What technique was used to create the artwork on the wall?,charcoal
3366,147963,Why does she have a towel on her head?,wet hair
3367,390395,What is the degree of the slope this skiier is on?,45
3368,430563,What are the cat's doing?,play
3369,218601,What do the objects in the foreground consist of?,rock
3370,361643,Which animal shown here is associated with delivering babies?,stork
3371,71684,What kind of fungus is in this picture?,mushroom
3372,296975,Why are the lights on?,dark
3373,546124,What room does this furniture belong in?,live
3374,330082,The driver of this type of vehicle is called a what?,engineer
3375,30281,What toy company uses this as a mascot?,toy r us
3376,146725,Are these jets or airplanes?,jet
3377,2998,What is this ny 'town' called?,chinatown
3378,190920,What is a known kind of animal that men of this profession have at there job?,dog
3379,198426,How do you make the drink in the front of the picture?,mix it
3380,486362,What type of tower is seen?,clock tower
3381,95029,What fabric is the little girl's sweater?,fleece
3382,7758,What activity is this?,horse race
3383,538544,What is this type of food called when it reaches 12 inches?,footlong
3384,457149,What is happening to this person?,fall
3385,274047,Who threw the ball?,pitcher
3386,246119,Which zoos allow visitors to do this?,pet zoo
3387,383841,At what temperature should this food be baked?,350
3388,191666,What is the best way type of cleaner for this floor?,bleach
3389,95611,What corporation uses these as a mascot?,budweiser
3390,201382,What does the object on the left do?,tell time
3391,401541,What is the maker of this gaming system?,nintendo
3392,270809,What is the baseball player doing?,slide
3393,137829,What quadruped has lent a part of its body to furnish the name of this hairdo?,pony tail
3394,86452,What movie features this vehicle and it can not stop?,speed
3395,79893,What profession uses this?,fireman
3396,233748,What kind of engine is the fist car to the right?,v8
3397,344456,Who designed this area?,architect
3398,377973,Was it clean or do you think it left a trail?,trail
3399,480576,What brand of cellphone is sitting on the table in front of the woman?,iphone
3400,162780,What character on the toothbrush?,tigger
3401,384160,What are these pants referred to as?,overall
3402,126972,Why is the surfboard here?,wait
3403,151049,What is the name of the children's television show named after the vehicle in this picture?,thomas
3404,210322,What part of the body is used in the picture?,butt
3405,480121,What is the burning stick on the cake called?,candle
3406,276015,How much will these animals weigh when fully grown?,2000 pounds
3407,404024,Does this game involve a shuttlecock or ball?,ball
3408,184504,What popular food are these animals slaughtered to create?,hamburger
3409,482665,Homemade or store bought playdough?,store bought
3410,567079,What is the use of the black thing on his wrist?,tell time
3411,204407,What type of building is this likely to be situated in?,apartment
3412,543166,What do you put in this machine?,coin
3413,177277,Is this gesture good or bad?,good
3414,127543,Where might i find this?,flower shop
3415,249362,Where might the batter be going to next?,first base
3416,385016,Is this artwork or practical?,artwork
3417,79481,What kind of crotch rocket is in the photo?,suzuki
3418,419353,What is the correct color of the animal in this picture?,gray
